Brand,Category,Price_MRP,Discount_Percent,Outlet_Type,Region,Season,Store_Size_SqFt,Years_Since_Launch,Promotional_Days,Competitor_Presence,Sales_Volume
VALUEPACK,Dairy,152.0413778302322,11.5175099268566,Supermarket_Traditional,Metro,Spring,28523.752576083767,11.326267864560553,28.0,1,3772.5088278695603
VALUEPACK,Household,469.1706741135167,35.57218895312874,Convenience_Store,Rural,Monsoon,1336.2850687950083,5.142940244451308,2.0,0,2263.8226908346132
VALUEPACK,Household,458.7845482708563,35.22994308296758,Convenience_Store,Rural,Monsoon,49068.73446327248,15.52789460187949,27.0,1,2996.0453524814643
LUXEBRAND,Frozen,401.5807913325615,30.306304664118898,Supermarket_Modern,Tier1_City,Winter,40508.46293346709,6.930551984229419,20.0,1,4231.218315724952
VALUEPACK,Health & Beauty,58.730560528196946,22.538818952514074,Hypermarket,Rural,Summer,2799.738617686814,6.578880364040443,10.0,0,3739.8490582775617
LUXEBRAND,Dairy,197.15304582324595,4.800109984675522,Hypermarket,Rural,Spring,9640.179415798666,1.0175536398853957,25.0,1,4157.648069166627
VALUEPACK,Fruits & Veg,332.5814309043085,21.27886937985993,Supermarket_Modern,Rural,Spring,41230.53028457381,6.132397575577238,10.0,1,3065.8145202839864
HEALTHYLINE,Frozen,173.83559529806405,14.271850226197383,Supermarket_Traditional,Tier2_City,Spring,5256.411865326074,5.135739916230318,4.0,0,3552.609588161681
VALUEPACK,Snacks,459.3140127741998,31.68868132621407,Hypermarket,Rural,Spring,47147.50064796879,7.52157837570704,23.0,1,3734.2077186945585
LUXEBRAND,Health & Beauty,335.25025782459886,30.325168259873795,Supermarket_Traditional,Metro,Winter,49994.66204538063,3.805476407461704,6.0,1,3994.222418881119
FRESHMART,Dairy,82.35802279240052,36.424500294904206,Convenience_Store,Tier1_City,Summer,44435.20766943432,12.298324662027401,18.0,0,4571.274859297086
VALUEPACK,Bakery,459.0525149760664,0.5932064972683149,Online,Rural,Winter,37206.295478518325,5.536089326354513,6.0,0,3009.9553365252436
FRESHMART,Frozen,480.99499617930013,32.364128672921844,Supermarket_Modern,Metro,Summer,24876.835207269884,16.803266430215345,9.0,1,3663.4504726339983
HEALTHYLINE,Dairy,84.97058827627647,37.53848212498675,Hypermarket,Tier1_City,Spring,5039.0492410213055,6.406600988014628,7.0,0,4418.249455293127
PREMIX,Beverages,289.5621056875917,31.572017964326005,Supermarket_Modern,Tier1_City,Summer,36791.8653602679,5.006522389733546,20.0,1,4325.0925280162155
HEALTHYLINE,Household,186.5139269963767,5.207778394814668,Convenience_Store,Metro,Spring,20446.39254736644,2.0782758768492604,26.0,1,3136.7138775772332
VALUEPACK,Snacks,226.77758441663107,3.2511641936355096,Convenience_Store,Metro,Winter,28941.20292618705,15.058227110413132,20.0,1,3071.7167704586213
FRESHMART,Fruits & Veg,130.84304807990384,0.8338095923080324,Convenience_Store,Tier2_City,Summer,15376.13333093978,10.655955325713562,29.0,1,2849.245903351015
FRESHMART,Household,310.13244590558566,25.149809033122843,Convenience_Store,Tier2_City,Monsoon,12865.644466222333,3.1618769502291735,13.0,0,3137.2761312628695
LUXEBRAND,Beverages,481.09070896200075,25.18690607439549,Online,Rural,Summer,16890.550973673842,5.20536086973272,26.0,0,3765.7651907090026
FRESHMART,Beverages,276.3826701222241,39.47654856872849,Supermarket_Traditional,Tier2_City,Spring,40877.573147271934,19.97566236913701,0.0,0,3886.328902259904
LUXEBRAND,Snacks,87.31156162751651,15.92172696416383,Supermarket_Traditional,Metro,Monsoon,21898.085467818437,16.314545808888006,12.0,0,3828.547442694964
PREMIX,Fruits & Veg,329.00060006483375,13.27625139589987,Online,Tier2_City,Spring,16273.687686164862,7.647520229584195,23.0,1,2893.106878818524
VALUEPACK,Bakery,203.10034750306568,24.9769970873757,Supermarket_Traditional,Tier1_City,Monsoon,22215.54946647112,11.308541781691535,28.0,0,3723.277648110253
LUXEBRAND,Frozen,435.16633531608403,33.024346900303755,Convenience_Store,Metro,Monsoon,2582.080931376947,8.90432601911127,5.0,1,3395.407589574988
PREMIX,Health & Beauty,245.6051667424116,37.470957980920076,Supermarket_Traditional,Rural,Summer,44639.60985795377,1.6914017426162729,5.0,1,3552.567067277391
FRESHMART,Fruits & Veg,136.77782402401053,,Supermarket_Modern,Tier1_City,Summer,28036.316399177038,15.794863175045222,20.0,1,4207.6184650941295
FRESHMART,Health & Beauty,135.99753021101523,17.06695922463219,Supermarket_Traditional,Tier1_City,Monsoon,6136.485128912592,14.62273615124132,4.0,1,3127.2919827086594
PREMIX,Dairy,395.9438813245222,25.396569412482567,Supermarket_Modern,Tier1_City,Monsoon,15131.939665507627,8.767243975421675,29.0,1,4064.633414945597
FRESHMART,Beverages,169.51441923831197,34.25197306864468,Hypermarket,Metro,Monsoon,49194.084695010955,17.072045600731922,2.0,0,4735.778815149647
PREMIX,Dairy,395.2550273716503,19.624387532469576,Supermarket_Modern,Metro,Spring,30059.813893792234,11.160042802895074,11.0,1,3787.7079762438616
LUXEBRAND,Bakery,142.64928984496973,8.667465748215708,Supermarket_Modern,Rural,Summer,15278.839458092427,2.238960348824265,14.0,0,3887.3434099390815
LUXEBRAND,Dairy,194.75886591558924,6.7889375899149185,Convenience_Store,Tier2_City,Spring,21890.937406933714,5.928719514690745,2.0,1,3262.8253856295214
PREMIX,Fruits & Veg,259.4691375978647,0.0063097831222691525,Convenience_Store,Tier2_City,Summer,13665.264192331411,9.773683885631076,15.0,1,2584.832218936876
LUXEBRAND,Dairy,474.43813236205284,28.72951979925137,Convenience_Store,Tier2_City,Winter,2558.4085988574407,2.9655355355051456,17.0,1,3319.797341982265
LUXEBRAND,Bakery,469.2791411392211,4.44388835383962,Supermarket_Modern,Tier2_City,Spring,42259.47157545065,11.850542664395196,8.0,1,3223.486085020113
LUXEBRAND,Bakery,143.0923439400295,9.753563987837616,Online,Tier1_City,Summer,15331.453443691804,3.2907950719846277,7.0,1,4031.0283334771048
HEALTHYLINE,Bakery,211.19856855938275,11.915053260911733,Convenience_Store,Metro,Monsoon,42082.12620389558,4.809655524200722,10.0,0,3247.2390147237825
VALUEPACK,Fruits & Veg,117.22972480419755,22.415194405470732,Convenience_Store,Tier2_City,Monsoon,24449.296268982245,17.985689565426338,2.0,1,2882.8897947861906
FRESHMART,Bakery,279.4932856910737,15.91829109183077,Supermarket_Modern,Tier1_City,Summer,9961.837210433732,19.996435372783445,4.0,0,3793.1180064696323
HEALTHYLINE,Beverages,257.26214781259995,26.98695968092647,Hypermarket,Metro,Monsoon,40291.56596702827,11.454813536887048,9.0,0,4255.053471565164
LUXEBRAND,Household,455.3420731028296,2.2255463731481084,Hypermarket,Metro,Monsoon,19478.46257173393,12.773323592503532,4.0,0,3262.320214681634
PREMIX,Bakery,468.5024200059827,4.957567770577578,Supermarket_Traditional,Metro,Winter,35678.7302025244,16.151191791602173,7.0,0,3017.1793856195777
LUXEBRAND,Dairy,222.60532595328144,19.968460141330667,Hypermarket,Tier1_City,Winter,42024.25378240789,14.226650427877697,5.0,0,4067.671898883911
VALUEPACK,Frozen,271.28207435854523,13.478591513873193,Convenience_Store,Tier2_City,Winter,48186.29716084883,4.466864348439611,22.0,1,3130.1091284390695
LUXEBRAND,Dairy,453.3063121157599,11.832534510054389,Online,Metro,Spring,5204.912096725855,8.821758966230442,20.0,1,3347.10150905155
PREMIX,Frozen,413.01851348527765,2.681123161500909,Supermarket_Traditional,Tier1_City,Winter,1410.9376101814291,11.16721385925961,15.0,1,3455.9591237126924
VALUEPACK,Dairy,51.645340105092174,35.828766989920055,Online,Metro,Winter,27872.824094599924,7.8345278507874525,11.0,1,4040.780690948872
LUXEBRAND,Fruits & Veg,194.0268038826121,27.67274344500203,Online,Rural,Winter,13947.807131875006,4.3460172253981035,16.0,0,3886.576314577451
VALUEPACK,Dairy,239.79840887125664,4.864726272785975,Convenience_Store,Rural,Summer,23985.987697435237,14.986153537166084,7.0,1,2577.3887706329706
FRESHMART,Fruits & Veg,153.37232765745426,2.6018383094856246,Supermarket_Modern,Tier1_City,Monsoon,4560.2756706492655,4.778081696507798,3.0,1,3280.455967487228
FRESHMART,Fruits & Veg,139.80722715317245,38.99490133724972,Supermarket_Modern,Tier2_City,Summer,25577.863286994623,5.949232645334278,20.0,1,4525.104957496683
LUXEBRAND,Bakery,67.00302796805585,27.246902017580194,Supermarket_Modern,Tier2_City,Winter,7117.9270057288795,6.4438726874402175,16.0,0,4218.60703501746
VALUEPACK,Beverages,339.51637628139224,16.69824284374966,Hypermarket,Metro,Spring,42090.80015175351,4.0738053790433835,2.0,0,3590.8763853419573
PREMIX,Frozen,168.12963071742456,28.069241630231396,Supermarket_Modern,Tier2_City,Summer,38214.85332918638,17.14148083691132,17.0,0,4086.4101339661693
LUXEBRAND,Bakery,73.5562302940909,30.253271459206363,Convenience_Store,Tier2_City,Winter,4629.6053326448655,12.601710058429227,15.0,0,3866.287908601988
FRESHMART,Bakery,153.94068973762865,31.198488095551173,Hypermarket,Rural,Spring,41981.167381668776,16.860214469850636,27.0,0,4117.599295081603
FRESHMART,Household,410.86127877625694,19.115092226122307,Supermarket_Modern,Tier1_City,Spring,16922.966128806507,10.380856956673075,1.0,1,3597.9905424280987
LUXEBRAND,Fruits & Veg,433.170131740946,17.19531032499392,Online,Rural,Spring,18290.127400989215,10.871697762293973,12.0,0,3170.568270509504
VALUEPACK,Fruits & Veg,267.3798103369862,0.4411233707560136,Convenience_Store,Tier1_City,Monsoon,9810.375137836518,12.706747972552922,0.0,1,2730.3807438631206
FRESHMART,Frozen,237.23180168390877,37.06228460567352,Convenience_Store,Metro,Spring,41929.901953131426,8.047471334683339,21.0,1,4119.492240497853
VALUEPACK,Dairy,490.03416207580176,24.13231513555772,Supermarket_Traditional,Rural,Winter,20830.582428572816,10.435097801790967,23.0,1,3545.849369822282
FRESHMART,Dairy,140.25409681463145,8.126157487598725,Convenience_Store,Tier1_City,Summer,3392.9576633353713,11.391387452285954,2.0,0,3141.6934997900184
FRESHMART,Health & Beauty,146.9116772845738,36.784136776857466,Online,Tier2_City,Summer,48346.231763481985,19.11730628736777,0.0,1,3700.6317568238865
HEALTHYLINE,Bakery,181.34022966637988,36.59727607081186,Convenience_Store,Tier1_City,Winter,13538.47348408225,17.775254504666076,29.0,1,3803.3423459728247
FRESHMART,Health & Beauty,127.74079322648929,39.567366574643835,Supermarket_Traditional,Tier2_City,Monsoon,46872.68661741713,3.455671102015934,25.0,0,3919.8288694623902
PREMIX,Snacks,220.71451919188397,34.962262525559154,Convenience_Store,Metro,Monsoon,15760.679769691265,1.7843668690578254,1.0,1,3636.8123597762037
LUXEBRAND,Snacks,459.8754021453892,39.91137551280259,Convenience_Store,Tier2_City,Spring,41739.90314020759,13.926345083405401,18.0,0,4306.199346371381
LUXEBRAND,Health & Beauty,326.9065282828584,9.787447524930904,Supermarket_Traditional,Tier1_City,Winter,33546.75513050034,1.9347746662526701,21.0,0,3366.135528188737
VALUEPACK,Dairy,235.37594687551865,33.689983407969365,Convenience_Store,Rural,Spring,43202.88816748867,2.1466702341005033,29.0,0,3771.393092020888
FRESHMART,Snacks,470.48485755704667,32.92113235183058,Hypermarket,Tier1_City,Spring,48829.78134844197,4.026004540038714,2.0,1,3729.698036068525
PREMIX,Household,71.80890461412005,9.23761436882935,Convenience_Store,Rural,Winter,43702.70048937402,7.682434726467946,24.0,1,3192.6170544618512
VALUEPACK,Dairy,144.62428005583763,3.937501960039631,Supermarket_Modern,Tier1_City,Monsoon,20779.592913501005,9.26492612517297,27.0,1,3807.360194902845
HEALTHYLINE,Fruits & Veg,304.6498722957915,39.176820547103986,Supermarket_Modern,Tier1_City,Monsoon,40910.67059326297,10.868182659574298,0.0,0,3996.358739795473
VALUEPACK,Bakery,326.9986804369306,11.840982060824414,Hypermarket,Metro,Summer,35870.889705047564,19.8534756664713,22.0,1,3679.1521056165343
VALUEPACK,Beverages,67.80087795317591,34.83567161871224,Convenience_Store,Tier2_City,Winter,4018.579870751017,8.319422339529645,25.0,1,3507.810475843801
FRESHMART,Bakery,231.36744105820947,0.16508618698415578,Online,Tier1_City,Spring,46558.24478914358,5.61230883387545,23.0,0,3351.319228902687
HEALTHYLINE,Health & Beauty,342.1192841738927,0.8409922887840882,Convenience_Store,Rural,Winter,23832.093489714727,11.929795763109851,8.0,1,2365.9106293580166
VALUEPACK,Dairy,364.1317458815307,18.634852347854736,Supermarket_Modern,Tier2_City,Spring,7588.07771911654,5.087868099533093,7.0,1,3019.697359883894
PREMIX,Health & Beauty,337.1629561323212,9.548587357402543,Supermarket_Traditional,Metro,Summer,21843.526762709156,18.87032520404581,4.0,0,3328.7475945892243
PREMIX,Household,194.25345096241605,27.593651337438573,Hypermarket,Tier2_City,Summer,30553.921010952396,5.925831738865815,0.0,0,4030.4564022089817
LUXEBRAND,Dairy,92.08405561905928,22.62257302271817,Supermarket_Traditional,Tier1_City,Summer,29074.36012911157,19.80874857741216,14.0,1,4380.81644549233
HEALTHYLINE,Bakery,242.20060088870034,3.099431898019658,Online,Rural,Summer,29164.888692528846,8.954695617236064,,1,3174.011812489033
HEALTHYLINE,Household,107.93949681562496,6.505131852628683,Convenience_Store,Rural,Spring,13536.124874434949,16.44103413991128,29.0,0,3172.2622351563878
LUXEBRAND,Household,476.4306463343002,15.521970802336572,Online,Tier2_City,Monsoon,32002.420021638263,13.317326175869631,14.0,0,3148.6758542049993
VALUEPACK,Household,263.82688971018274,7.4241625582173265,Supermarket_Traditional,Rural,Spring,45463.32685510547,18.73638931444998,7.0,0,2837.350280453019
HEALTHYLINE,Frozen,192.7666284605904,31.688893889757143,Convenience_Store,Tier1_City,Summer,20044.680381028436,12.883112105265013,22.0,1,3817.619018674458
PREMIX,Dairy,394.83683200350504,16.6428094221312,Online,Rural,Monsoon,31898.43384838538,12.043141609395162,20.0,0,3549.7295782561528
PREMIX,Snacks,274.07686666201874,3.7372746736999707,Supermarket_Modern,Rural,Winter,12955.363343355062,13.404196446801736,25.0,1,3834.7123546355697
FRESHMART,Snacks,189.51531080560252,19.373716090884994,Supermarket_Modern,Rural,Spring,3365.76998924639,15.942845110746353,2.0,0,3365.964116675285
HEALTHYLINE,Dairy,415.38548407586075,,Hypermarket,Tier1_City,Winter,29700.836832050853,18.07799101162535,8.0,1,3460.9629094954385
VALUEPACK,Dairy,440.2184679505049,5.157492216792687,Supermarket_Modern,Metro,Summer,3329.9403070760673,6.06948310183334,19.0,0,3704.7596234661464
LUXEBRAND,Frozen,352.85367482990466,9.58439328112821,Supermarket_Modern,Rural,Winter,36455.64515110319,4.816854745722097,13.0,0,3283.9349554556456
LUXEBRAND,Snacks,71.13399008345029,34.381108209899594,Supermarket_Traditional,Metro,Monsoon,33847.28219228644,1.6526442176536138,5.0,1,4135.2799268204735
VALUEPACK,Dairy,304.8452960749395,36.98450129331888,Supermarket_Modern,Tier2_City,Monsoon,19096.925926164455,8.031504857828404,26.0,0,3876.3899300514195
FRESHMART,Dairy,393.4827103987767,33.05030917328276,Supermarket_Modern,Tier2_City,Monsoon,21153.21537275111,17.07751543392296,19.0,0,3972.273598655286
LUXEBRAND,Health & Beauty,111.42635543761199,13.36308869671389,Supermarket_Traditional,Tier1_City,Spring,45970.28588738769,2.3272911441008453,,1,3636.5712673469
HEALTHYLINE,Frozen,152.9018381230715,10.897857644353266,Supermarket_Modern,Tier1_City,Winter,1643.5476506300743,11.231881452803684,3.0,1,3461.826975689966
FRESHMART,Frozen,447.1227972806614,21.966227631609566,Supermarket_Modern,Tier1_City,Winter,28601.86566032661,14.200984088390225,29.0,0,3761.440135431402
HEALTHYLINE,Bakery,59.054774833883314,28.874126421324494,Hypermarket,Tier1_City,Winter,46244.695160988704,16.900207629300112,23.0,0,4524.93680553542
PREMIX,Frozen,388.7272120216892,39.73491152640699,Supermarket_Modern,Metro,Summer,45785.37514071024,12.085176117534433,26.0,1,4101.612582881543
FRESHMART,Beverages,263.1979816314903,5.262828475157049,Supermarket_Modern,Tier1_City,Spring,29648.132427409935,4.540080193666102,11.0,1,3610.7080768270757
LUXEBRAND,Snacks,251.04747147782308,1.9716799609521773,Hypermarket,Metro,Spring,19680.2699465703,19.326188906146257,27.0,1,4301.223779317989
FRESHMART,Bakery,53.19343962269923,27.77423555981084,Supermarket_Traditional,Rural,Winter,5846.272790286325,2.79837869763872,2.0,1,3528.015188206213
FRESHMART,Beverages,418.72920393492177,33.28903134015622,Supermarket_Modern,Rural,Spring,9515.425986805174,15.610992624142206,23.0,0,3812.6949516134173
FRESHMART,Dairy,211.92120528645492,33.85395119465693,Online,Tier2_City,Winter,34303.994404979414,2.6446252530228636,26.0,0,4109.367794232521
FRESHMART,Health & Beauty,293.3445340852443,27.138541963086425,Supermarket_Traditional,Tier2_City,Winter,1815.0701066786237,3.724963045941189,2.0,0,3423.8463115027453
HEALTHYLINE,Health & Beauty,354.78530885104675,38.160632164767485,Supermarket_Traditional,Metro,Winter,44290.793243991146,18.066096280203954,29.0,1,3986.4965399009593
PREMIX,Dairy,366.1833093970621,20.440190541783476,Supermarket_Modern,Tier1_City,Monsoon,29808.789037148294,15.308418513433436,26.0,1,3707.333176383646
VALUEPACK,Bakery,480.1910264717325,36.5525919334485,Hypermarket,Tier2_City,Summer,3212.1864509734437,7.944657153407684,20.0,0,4223.636892868306
FRESHMART,Frozen,289.1029789564741,38.71248547966092,Supermarket_Traditional,Metro,Spring,12748.603589389995,13.135762776467875,16.0,1,4225.265154343291
LUXEBRAND,Household,229.8737979384924,33.88629828012431,Hypermarket,Tier2_City,Summer,30115.84461781508,9.687697212503192,5.0,1,4203.088965220626
FRESHMART,Health & Beauty,479.16663192126856,12.390342530344824,Online,Tier1_City,Monsoon,2744.4620075309413,2.26421745702996,14.0,0,2823.0985936888214
LUXEBRAND,Household,338.9496057614845,7.848626046811811,Hypermarket,Metro,Spring,39219.382695930355,14.70142471043522,10.0,0,3965.99089827432
HEALTHYLINE,Dairy,184.16766032445003,21.924802599272738,Convenience_Store,Tier2_City,Winter,46076.18127469956,15.501858750986916,17.0,1,3394.458686407569
LUXEBRAND,Household,106.90891043160701,18.12059001520754,Hypermarket,Tier1_City,Summer,48099.79927179493,17.76448633688831,27.0,0,4737.91908998395
VALUEPACK,Fruits & Veg,429.1495256593316,35.11033368770932,Supermarket_Traditional,Metro,Monsoon,36949.30309812573,11.27210958561432,2.0,0,3717.085290364041
PREMIX,Bakery,212.9817212573682,4.001266842686149,Hypermarket,Metro,Spring,42984.448071136336,13.789621069027662,,1,4075.6806719562333
LUXEBRAND,Beverages,347.211374613994,10.309602452460744,Hypermarket,Metro,Spring,30924.66565415708,9.32295794912249,16.0,1,4230.293440010018
LUXEBRAND,Bakery,261.86738871465417,30.071957780748342,Convenience_Store,Rural,Summer,23468.639562537148,7.059275923048702,10.0,1,3775.6723314301184
PREMIX,Snacks,139.51840090776727,3.799465799092485,Convenience_Store,Metro,Summer,35943.60291523815,8.822299908574077,5.0,1,3601.2485418762226
VALUEPACK,Frozen,320.7589738792093,12.830576560868007,Supermarket_Modern,Tier2_City,Spring,11984.852548872055,18.323294776625268,4.0,0,2883.58609127504
FRESHMART,Frozen,77.30738102780704,15.486215762159325,Supermarket_Traditional,Metro,Spring,6379.4319835819615,4.119254415839585,9.0,1,3782.9957721423334
LUXEBRAND,Bakery,236.00410694203651,24.903751862507598,Supermarket_Modern,Metro,Monsoon,38330.697830316036,5.721496534790365,1.0,1,4089.6660061743714
PREMIX,Dairy,295.976722848652,6.325305828774583,Convenience_Store,Metro,Winter,47951.15285630758,12.517625036176911,14.0,0,3408.986242065463
HEALTHYLINE,Dairy,246.22113835336057,34.42417961398838,Hypermarket,Metro,Winter,29296.48728407315,3.2093451096625376,10.0,0,4840.396461776914
PREMIX,Fruits & Veg,386.9024788629459,17.90168941865097,Convenience_Store,Metro,Monsoon,24644.576178895157,17.945425721396113,23.0,0,3557.322810322659
HEALTHYLINE,Fruits & Veg,422.5662295453906,36.68086847522226,Online,Rural,Spring,27185.80733233704,1.8974910654019888,24.0,1,3312.834511831649
VALUEPACK,Frozen,397.05938331493013,18.714796545357263,Hypermarket,Tier1_City,Summer,24444.745034856795,15.350933572033219,13.0,1,4008.320522746626
FRESHMART,Fruits & Veg,67.46582651531095,11.001610357629335,Supermarket_Modern,Rural,Summer,22667.81377768467,8.100832895836698,13.0,0,3582.014594502056
PREMIX,Health & Beauty,137.35794670068748,5.673153147506995,Hypermarket,Tier2_City,Spring,47404.74901316443,1.9721458986177614,2.0,1,3291.1075764381244
LUXEBRAND,Health & Beauty,291.47337916869844,0.14980378845139253,Online,Tier1_City,Monsoon,24508.39636528417,17.01562998065601,,0,3237.424052848225
VALUEPACK,Beverages,470.66991819971054,21.286299399393425,Convenience_Store,Tier2_City,Spring,4974.0196096849495,13.168744458928648,21.0,1,2798.68596816024
PREMIX,Fruits & Veg,425.7305487734526,4.286267877076937,Supermarket_Traditional,Metro,Summer,38510.317274441586,1.1683154738146309,21.0,0,3432.8275794402375
LUXEBRAND,Beverages,429.1405287583107,15.669110545247129,Supermarket_Traditional,Tier2_City,Spring,20186.51856698782,6.0831241193076515,15.0,0,3757.68974779291
PREMIX,Fruits & Veg,186.4436871918537,23.57087044948347,Supermarket_Traditional,Rural,Spring,35823.9837416953,7.688866546775459,13.0,0,3401.8213045276084
HEALTHYLINE,Frozen,243.25155368541616,11.027435876108012,Convenience_Store,Rural,Monsoon,29398.89861914593,7.128984829086152,9.0,0,2901.0836144129444
PREMIX,Frozen,261.8176762921718,7.00897169464461,Supermarket_Traditional,Metro,Winter,35945.82319263668,10.468498551563197,21.0,0,3734.5837206951583
PREMIX,Beverages,120.81721250745969,30.988864904373663,Online,Metro,Summer,4037.7038947482984,11.009256199660069,7.0,0,4179.969951064076
PREMIX,Bakery,63.98065861000534,37.871646891264824,Convenience_Store,Tier1_City,Summer,2659.79281072333,8.538326338070007,11.0,1,4236.453985243668
VALUEPACK,Frozen,476.1063047572326,4.01761671447864,Supermarket_Traditional,Rural,Spring,19548.53961770592,7.303636436779281,4.0,1,2767.230752582018
PREMIX,Bakery,158.320663548578,6.223612975400314,Supermarket_Modern,Rural,Summer,34965.140753275096,10.583777237511052,25.0,0,3781.0365900123525
LUXEBRAND,Dairy,157.97700667563407,38.400506290108744,Convenience_Store,Tier1_City,Summer,11960.44381839371,1.6386926879445394,25.0,1,4548.915034098886
HEALTHYLINE,Health & Beauty,87.52057419594179,1.511368872489851,Convenience_Store,Rural,Winter,22236.63518016603,13.258833440600679,12.0,1,2724.990159042343
HEALTHYLINE,Beverages,467.8284883747003,39.10529346201889,Hypermarket,Tier1_City,Summer,49059.70293467575,12.513667821169246,23.0,1,4339.618596551854
PREMIX,Household,310.8817017228974,0.18577932339955083,Supermarket_Traditional,Rural,Summer,11528.853171349929,6.305176194777841,11.0,1,2926.7320388014946
VALUEPACK,Frozen,350.16658570640925,34.94674622605325,Supermarket_Modern,Tier2_City,Monsoon,42549.22962679682,4.410793493012106,2.0,0,3524.76477375973
VALUEPACK,Snacks,460.2095992683736,12.293007239509981,Online,Tier2_City,Monsoon,41447.58335574863,2.3867144799307614,22.0,1,2695.806139392468
LUXEBRAND,Dairy,205.52907600535528,37.54355432709186,Convenience_Store,Tier1_City,Monsoon,44676.25707916043,12.159531274816118,16.0,1,4390.703674140478
PREMIX,Bakery,329.67829001213784,12.677811545423419,Online,Tier1_City,Monsoon,45841.94543781057,11.80910517911884,19.0,1,3453.2451669469056
HEALTHYLINE,Frozen,67.45975462799936,26.17225286136224,Online,Metro,Monsoon,25858.689427508478,11.13304371210051,4.0,0,3781.703771018095
VALUEPACK,Beverages,134.0476377040082,3.201302790637466,Online,Rural,Winter,34414.75537658321,19.72674709555587,22.0,0,2992.809336473461
PREMIX,Household,424.0606122904741,9.69319245814956,Hypermarket,Tier2_City,Summer,31325.654688769024,11.09933810940888,29.0,1,3682.7226007297
VALUEPACK,Fruits & Veg,395.0457603522511,30.94717385917003,Online,Metro,Spring,16138.478477912291,14.714023869424127,5.0,1,3261.5189814466476
VALUEPACK,Household,207.7892111557161,21.147434147152786,Supermarket_Traditional,Rural,Winter,14709.59172158066,3.145447164838373,12.0,1,3084.7847450096897
HEALTHYLINE,Snacks,219.56478249839563,37.11876247148179,Supermarket_Traditional,Tier2_City,Spring,17736.928505553475,6.680444994525705,5.0,1,3705.5970186857217
FRESHMART,Bakery,290.09949509911075,17.15005633365417,Supermarket_Modern,Rural,Monsoon,11704.428868376915,6.2334856836314625,12.0,1,3144.5740974509986
LUXEBRAND,Dairy,50.108452108310544,34.792494632556924,Supermarket_Modern,Tier1_City,Summer,38111.79397414698,11.943534611302159,14.0,0,5195.198943078738
LUXEBRAND,Household,158.55995121711254,17.9582174991295,Online,Tier2_City,Monsoon,48264.07055289928,7.285451338784405,1.0,0,3202.7471445537185
HEALTHYLINE,Beverages,143.7043138736965,39.169931148079414,Online,Tier2_City,Winter,43520.81535006584,13.18026211053095,10.0,1,3711.776281119527
VALUEPACK,Snacks,162.71732603739355,38.39337525595507,Hypermarket,Metro,Spring,11679.079800330648,14.111705044832355,15.0,1,4600.039597070538
PREMIX,Beverages,412.6576291400486,13.165468222243213,Online,Rural,Summer,3543.858064896812,1.6401069063706726,17.0,1,3140.0903835002773
VALUEPACK,Frozen,175.85323544589943,35.436946816672126,Online,Tier1_City,Winter,38097.60144653658,13.155396536349459,1.0,0,3771.18996528184
HEALTHYLINE,Fruits & Veg,136.18459492256667,33.90445496862597,Online,Tier1_City,Winter,20120.476489522192,3.2189598832979858,9.0,0,3973.4594963366694
LUXEBRAND,Dairy,276.9185573568642,8.427215893102513,Convenience_Store,Rural,Summer,41406.01819216903,9.837570735255778,,1,3164.29999879002
VALUEPACK,Beverages,439.5402663677294,24.97161603133079,Convenience_Store,Rural,Summer,39182.55403273615,14.804954844609671,27.0,0,3336.9858321908455
LUXEBRAND,Bakery,158.60736672687494,2.9072926235925944,Hypermarket,Tier1_City,Winter,31645.102347951375,14.363554922957773,7.0,1,3800.7260993765203
PREMIX,Frozen,85.34130925675942,33.46842882333846,Hypermarket,Rural,Spring,13511.627384590374,6.696628354951761,6.0,0,4414.373046415969
LUXEBRAND,Frozen,210.38213113234912,6.981835340139861,Supermarket_Traditional,Metro,Spring,6097.752623677204,6.1749511587555395,15.0,0,3478.3736055454347
LUXEBRAND,Dairy,386.44332105424,2.8325880554305805,Hypermarket,Rural,Winter,13379.767976750623,9.36430364925682,16.0,0,3549.9407627622513
FRESHMART,Frozen,297.81074511265757,16.00876382155245,Supermarket_Traditional,Metro,Winter,25978.225071927893,4.584674577337958,8.0,0,3455.849619661479
FRESHMART,Bakery,417.55701630845635,23.07688554398574,Online,Metro,Monsoon,48993.68580647672,19.519281241461115,,0,3754.009909941752
FRESHMART,Beverages,481.8164664241553,34.19667834239084,Hypermarket,Rural,Monsoon,4120.674769817574,7.553424354965579,26.0,0,3855.0723985988475
LUXEBRAND,Dairy,406.6981145382277,38.96970102086946,Hypermarket,Tier2_City,Spring,10803.528039980658,18.536872206231365,7.0,1,4279.86420775341
HEALTHYLINE,Health & Beauty,321.711385479689,17.579700502794545,Hypermarket,Tier2_City,Monsoon,31736.693426928836,18.257034296239276,28.0,1,3518.7263498343036
LUXEBRAND,Frozen,272.0037146235712,2.4178769194108085,Supermarket_Traditional,Metro,Spring,15913.855338684358,7.932130763683974,24.0,1,3542.020779372194
HEALTHYLINE,Frozen,68.03108885672,29.964623161034826,Supermarket_Traditional,Rural,Summer,43066.71067255433,5.82760801318521,19.0,1,3695.3268534366593
HEALTHYLINE,Bakery,492.94489046631855,,Supermarket_Modern,Metro,Monsoon,7831.432366214156,15.645877055999,4.0,1,3130.579845629418
